camera,joint,delta_theta_mean,delta_theta_std,delta_theta_abs_mean,error_3d_mean,count
CapturedFrames_-3.0_0.5_-1.0,RIGHT_ELBOW,40.44457377520602,16.248444489087877,40.44457377520602,0.28626416543135585,82
CapturedFrames_-3.0_0.5_-2.0,LEFT_ELBOW,-32.51041381762922,11.970001658155597,32.510413817629214,0.3140037582872013,86
CapturedFrames_-3.0_0.5_-2.0,RIGHT_ELBOW,33.88928221438147,13.673515542139372,33.889282214381474,0.28427240840869883,86
CapturedFrames_-3.0_0.5_-3.0,LEFT_ELBOW,-33.143586313332996,11.309895240997832,33.143586313332996,0.3081419909831819,67
CapturedFrames_-3.0_0.5_-3.0,RIGHT_ELBOW,32.153406398842705,12.096389527637944,32.1534063988427,0.28068552854924034,67
CapturedFrames_-3.0_0.5_-4.0,LEFT_ELBOW,-34.53925518457682,12.73242018901139,34.539255184576824,0.29721442557073974,54
CapturedFrames_-3.0_0.5_-4.0,RIGHT_ELBOW,35.15434895386985,15.964804632338689,35.15434895386985,0.285377971336079,54
CapturedFrames_-3.0_0.5_-5.0,LEFT_ELBOW,-31.159419081460964,9.203112240050753,31.159419081460964,0.2837878179067264,40
CapturedFrames_-3.0_0.5_-5.0,RIGHT_ELBOW,33.084734652203856,12.698536058727816,33.084734652203856,0.28074097751667143,40
CapturedFrames_-3.0_0.5_-6.0,LEFT_ELBOW,-30.536686664665027,6.977029905762594,30.536686664665027,0.2673058331415186,23
CapturedFrames_-3.0_0.5_-6.0,RIGHT_ELBOW,34.27837083958269,12.1323601546134,34.278370839582685,0.2884547775458235,23
CapturedFrames_-3.0_0.5_0.0,LEFT_ELBOW,-46.11930666448123,17.912988800527675,46.11930666448123,0.3429954710986698,79
CapturedFrames_-3.0_0.5_0.0,RIGHT_ELBOW,47.738042410821635,18.675565457974066,47.738042410821635,0.29625796478862465,79
CapturedFrames_-3.0_0.5_1.0,LEFT_ELBOW,-60.344777899647774,21.437212433525314,60.34477789964778,0.34785467701560663,93
CapturedFrames_-3.0_0.5_1.0,RIGHT_ELBOW,61.86593285094859,18.27566927928055,61.86593285094859,0.31280932761668706,93
CapturedFrames_-3.0_0.5_2.0,LEFT_ELBOW,-61.71693702788625,17.750492677939324,61.716937027886246,0.3567256755549913,76
CapturedFrames_-3.0_0.5_2.0,RIGHT_ELBOW,62.673938834931555,14.911595406683329,62.673938834931555,0.3174289931859469,76
